,text,label
604,i feel like i fucked up big time but i have to protect a and myself,anger
605,i feel like my mind is blank and empty,sadness
606,i don t feel comfortable playing games with them presenting the bad guy as really a misunderstood good guy or vice versa,joy
607,i listen to the advice of my eating disorder will i actually feel better,joy
608,i bought the gb iphone i got a apple store credit i feel like they were sympathetic to early buyers and responded appropriately,love
609,im feeling a lot more optimistic about my future,joy
610,i feel pissed off and angry,anger
611,i couldnt help feeling for him and this awful predicament he lives with on a daily and nightly basis and i was just so glad that once bel started to see the light he stuck it out and stood by daniel whilst no one else did including his family who im afraid i got really disgusted with,sadness
612,im feeling so completely mellow and perfect tonight,joy
613,i feel curious because i would like to explore what is at the top of the helterskelter like plant,surprise
614,ive learned that there are angels on earth who feel me as i feel them who stand by with a loving thought a healing heart or a steady hand just as i would also offer without a moments hesitation in return always,love
615,i feel that the packaging is really lovely and the product itself just does everything you ask,love
616,i feel ive ignored it too long this year,sadness
617,i know different because i feel in your hugs and kisses that im perfect just the way i am,joy
618,i am feeling a little more relaxed i am certainly not feeling refreshed thanks to drunk dudes who decided letting off fireworks every half an hour all night would be super fun and the fact that it s impossible to sleep in the freezing cold with a complaining toddler but i have certainly rebooted,joy
619,i definitely feel there s some useful information here for anyone facing similar questions to those i had during this time of my life,joy
620,i too feel a sense of melancholy for them,sadness
621,im sad if some people are unhappy about the flag for religious reasons but i know many religious people who do not feel it goes against their faith and they are very supportive,love
622,i don t feel brave though,joy
623,i walked near the hotel and i felt very obvious and uneasy all the warnings about petty crime i read in the guidebook and maybe some residual from years ago left me feeling threatened,fear
624,i feel like i m finally losing that stubborn little bit of extra stuff in my lower belly,anger
625,i am feeling overwhelmed by trying to do it all that i think on the women before me,surprise
626,i remember feeling so frightened that i could feel emotions at that high a level,fear
627,i feel inside coz i m so fucking horny,love
628,i have tested positive but i have never taken drugs and i feel innocent says martina,joy
629,im so proud of you no words can describe the way that makes my heart feel thank you god for my supportive amazing hubbard,love
630,i have made about sex i feel that women enjoy sex when their body and emotions are admired and respected,love
631,i feel no need to work up acceptable conversation fodder,joy
632,i had just hiked up and down a long steep hillside loaded with grass and bushes so i was feeling pretty doubtful id be able to find it,fear
633,i really like the color scheme since it makes me feel peaceful clean and simple,joy
634,i feels so lame,sadness
635,i personally feel that it is a very creative present and everything packed inside a brown paper bag,joy
636,i feel so fearless in these post grieving days,joy
637,i feel so blessed to be married to him because he loves his stepchildren,joy
638,i dropped martin back off i was the dd i pulled in and because i was feeling exceptionally outgoing waved and talked to some of my neighbors downstairs,joy
639,i feel more faithful than ever,joy
640,i am feeling relieved to feel myself again,joy
641,i sometimes feel a bit unwelcome,sadness
642,i feel complacent at the moment,joy
643,i feel most passionate about that arouse my emotions seem to be the things i need to learn something about my emotion tells me there is a need to grow in some direction,love
644,i feel that it only makes you a person that i love who happened to do something that i don t find acceptable,joy
645,i have not only not lost any yarn overs but am now done with my first lace project and feeling pretty pleased,joy
646,i want you to know that if i become prime minister in less than a year s time i will be proud to do so as a friend of israel a jew and most of all someone who feels so proud to be part of the community gathered here today,joy
647,i feel somewhat safe to give hosting a try,joy
648,i don t follow too many people and i don t have too many followers however i have a feeling that the people that i am talking about may know who they are i m not trying to be rude i m just being real,anger
649,i never feel lonely as long as people love and support my work,sadness
650,i have so much going on in my life and am constantly running like crazy i can always steal a quiet moment to acknowledge this child and the overwhelming excitement and anticipation that i feel god is truly faithful and brings everything around,love
651,i suspect his reasoning may simply be to lull apple into feeling complacent,joy
652,i feel so exhausted by a,sadness
653,i prepare i feel thankful that these events touch upon so many different concerns in my poetry from language issues to pacific aesthetics from the avant garde to eco poetry,joy
654,i met my present boyfriend on a boat trip to england we had said that we would call each other when we got back to sweden we were not going to the same town in england as soon as i walked in he called from england as he could not wait till he came home,joy
655,i feel inspired so many thing i want to write down,joy
656,im very hurt and i feel unimportant,sadness
657,i feel like uninstalling skype deactivateing all of my facebook amp hatena accounts since im becoming a hateful person amp i dont want to get any worse than i am right now,anger
658,i began to feel shaky and nauseous and yearned for my connection to cairns to make up for some of the deprivation,fear
659,i was feeling adventurous though so i went with some asian flavors of ginger and sesame oil for my salad,joy
660,i was playing a sport in an advanced pe class and many of the people were not advanced,anger
661,i cause extreme worry and distress ground to remember fondly you forever mary prepares to feel unfortunate time eventuallythe intense emotion have sexual lovein condescend to come she by hand puts out strength wu mouth dont let oneself cry out,sadness
662,i feel so greedy of holidays and forgetting my responsibilities,anger
663,i mean i feel like a broke record sometimes,sadness
664,i am feeling rather heartless because i recently heard the words unconditional love and could not find it in myself,anger
665,i feel dissatisfied and more accustomed to healing,anger
666,im feeling doubtful about all of the patterns and colors working together but we cant be sure until everything comes together,fear
667,i want to get back in the habit of blogging about all the cool fun things im up to but am also trying to get out of this rut of only writing about feeling shitty,sadness
668,i am still healing from having my heart broken still healing from broken dreams still doubting myself still feeling confused,fear
669,i gents been feeling lousy over the last few weeks which ended up with a trip to the hospital last saturday which put a damper on the wedding anniversary,sadness
670,i read about him and learn about him in his interviews the more i feel like i could never deserve someone so kind and compassionate,love
671,i feel thats just strange on wotcs behalf,surprise
672,i take a walk in the park feeling joyful,joy
673,i feel calm silent and protected by the definiteness of this existence,joy
674,i want to feel assured that my life will be good and i know it will be when i trust the lord,joy
675,i feel safe with berry,joy
676,im feeling envious already,anger
677,i suck up is the boring dull town and the feeling being missed by my family and bf,sadness
678,i feel like i have all these cute things but i dont feel comfortable in them and dont know how to put them together,joy
679,i feel like an emotional cutter,sadness
680,i wake up in morning and when i go to sleep at evening i feel that seed voice in my heart that is screaming out from my empty stitched heart,sadness
681,i received the blanket i was absolutely amazed on how fluffy it is and extremely soft i really didnt think it was going to feel that amazing,surprise
682,i feel that sometimes im not talented enough,joy
683,i feel it would be foolish and perhaps a little disrespectful to consider doing the long hilly race,sadness
684,i mention my oldest child before my youngest will her feelings be hurt,sadness
685,i woke up today feeling kind of strange,fear
686,im sick of feeling unimportant like nobody needs me,sadness
687,i am feeling quite distressed and dejected over my battle with insomnia,fear
688,i feel hated in cempaka,sadness
689,i do feel numb but only because i have so many fucking feels that i ve shorted out from feeling them,sadness
690,i often use disney to cheer me up when im feeling low and these past couple days have been no exception,sadness
691,ive been feeling a little defeated maybe even over looked,sadness
692,i feel shy because of what i am wearing,fear
693,i can say is that as long as you enjoy the story it entertains you and makes you feel emotional whether it be sad happy angry disgusted or just plain horny then who really gives a damn,sadness
694,i wept while jackson slept feeling overwhelmed by the feeling that i don t want to die,fear
695,i feel confident to be me again in personal life and right when my work life was going well with my boss slowly understanding why i continually ask for and demand we address the tough issues that cause problems with our various departments,joy
696,i dont know whether his presence is the reason why i feel more homesick for the uk than the us or just by being here makes me miss my former home,sadness
697,i mentioned in my last blog that i have started to get the feeling that i have been pressured into studying things i do not like which has also made me into a person i might not fully be,fear
698,i only do unwillingly and always leaves me feeling grouchy and unsettled,anger
699,i have to give it to men as women we complain a lot about the heals we have to wear but at least we can wear a dress and feel cool in the summer,joy
700,i feel like i should be listening to chinesepod and working on my mandarin but what i really want to listen to is the savage love podcast or car talk,anger
701,i feel assured that the guns are locked away in the gun safe making it impossible for any of the children to access them,joy
702,i also feel this conversation could dovetail quite easily into another about images and objects that are ugly to serve the purpose of being ironic,sadness
703,i dont want to make this blog something that i just whine on all the time but i feel like ive been beaten with a two by four or something,sadness
704,i feel bad for them for wasting their time and effort for nothing,sadness
705,i feel overwhelmed how about you,surprise
706,i kept trying to make her feel better,joy
707,i get making employees feel valued i really do but in this economy where another k jobs were dumped last week alone i suspect the majority of people are thinking like rudy and i thank god we still have a job,joy
708,i feel lucky that theyve chosen to share their lives with me,joy
709,i feel embarrassed enough,sadness
710,im not feeling sorry for myself though because i just think of those poor people whom have lost their lives or everything they have due to sandy,sadness
711,told by some people the class leader only choose his friends not true,anger
712,i stop feeling guilty,sadness
713,i know some people are more fond of the treat of going and getting a pedicure because you can just sit there and enjoy the wonderful feeling of someone else massaging your tender tootsies all the while flipping the pages of a book or magazine,love
714,i first read this book during college and it has helped me cope with the feeling of helplessness and fear of the uncertain future,fear
715,i get to be creative if i feel like it or just sit and chat to customers the people are all lovely even kermit helps out see,love
716,i get the feeling donald is smart enough to educate himself through his own densely focused meanderings and their inherent shortcomings,joy
717,i was feeling frantic,fear
718,i feel that it is extremely dangerous for her to be wandering out to sea,anger
719,i am so grateful to have been filled up by general conference and to feel the joyful power of the spirit after such a wonderful weekend,joy
720,i think your viewers tonight will enjoy the show coming from malm they will like some things be less fond of other things but hopefully they will feel entertained and smitten and feel the urge to cast a vote regardless if your country is voting tonight or not,joy
721,i ever want to feel that vulnerable,fear
722,i bought this doraemon backpack from a charity store i had every intention of putting it in my etsy store but i feel like its too cute to sell,joy
723,im looking upon the next year as an adventure which very likely will make me curse mathematics and other subjects to hell but eventually make me feel relieved,joy
724,i can put on it without words since i just cant type on that it was so lovely this morning yes im feeling sarcastic today,anger
725,i feel kind of unwelcome in many catholic communities but i hope that isnt the case here,sadness
726,i lift different now because it hurt so bad the day it happened that i can t get it out of my mind and i feel myself being a bit timid,fear
727,i was feeling rather homesick today so i decided to make a list of typical city sight that might come in use should you decide to visit switzerlands largest city,sadness
728,im sure ill feel more playful soon but i just cant right now,joy
729,i couldnt feel more blessed at this time,joy
730,i feel like rich purple and gold are a match made in heaven and this reinforces that belief,joy
731,i sit in the same hostel i did nearly two months ago this time wearing a jacket and feeling as if my toes might be a little numb from the cold,sadness
732,i feel lost without you,sadness
733,i feel smart when i figure things out myself,joy
734,i now im graduating in two days but i feel so sad right now,sadness
735,i feel very naughty to step outside my species but you are compellingly different,love
736,i want to feel less stressed,sadness
737,i still feel nervous,fear
738,i am put in mind of an odd feeling of vicious cruel natural order here it seems no one is able to escape the town the cycles of predator and victim catching up with anyone trying to elevate themselves out of the mire,anger
739,i feel more violent than ever right now,anger
740,i feel ecstatic and privileged,joy
741,i feel he will be perfect for this event,joy
742,i came away from that expereince feeling like i had had an encounter with the divine,joy
743,i feel slightly saddened to know that some of the kids have also resigned during my absence,sadness
744,i sit here in the snowy ohio countryside on christmas eve feeling like i m in a postcard i m thrilled to announce that i found it,joy
745,im not feeling very hopeful about the coming summer,joy
746,i feel a bit like a naughty kid who went and spent their last pence on a bag full of e numbers guilty,love
747,i tune out the rest of the world and focus on the rhythm of the needles and the softness of the yarn and for that time i feel my most peaceful,joy
748,i say i feel alone br style color line height,sadness
749,i was feeling heartbroken and lonely i watched my second younger sibling get married leaving me the lone single adult in our family,sadness
750,i lost a few pounds but i also started to feel really awful,sadness
751,i enjoy about his work is the genuine feel and the pleasant message he is trying to deliver with all this,joy
752,i knew except they ve lost that girly feeling and gained a graceful wisdom,joy
753,i am feeling a bit ungrateful and choose to correct that,sadness
754,i notice how different this question is from why i am feeling so agitated,fear
755,i feel like such a noob when the customers make really dull and stupid jokes that im supposed to find funny,sadness
756,getting sent on a company expense trip to another state to work for a week at that plan,joy
757,i feel insulted by how those heroes of cosplay goons said they don t care if you re if,anger
758,i eat a good breakfast i feel more energetic throughout the whole day and don t feel that o clock slump,joy
759,i feel very strongly about supporting charities that help children,joy
760,i have ever seen in my life was laceys constant disapprovements of rikkis extreme happiness when she just wasnt feeling quite as carefree as he was,joy
761,i started thinking about which spaces made me feel most creative and what characteristics they had,joy
762,i usually ignore page invites that are irrelevant to me or facebook game invites because its impersonal and it feels insincere,anger
763,i am feeling playful this morning,joy
764,i feel like im a pathetic little desperation,sadness
765,i feel totally completely accepted and loved while my heavenly abba was pointing out sin in my life,love
766,i feel fond of him though because he feels like an amalgamation of many people i already know,love
767,i feel like most teams would have appeased jackson at this point but the eagles are terribly stubborn,anger
768,i feel like damaged goods no one will want me now,sadness
769,i think i love her enough now to feel pretty insulted and rawr about it,anger
770,i can t help feeling lucky little do i know,joy
771,i also feel the need to say thank you to the boy who helped me realize the above for showing me an absolutely splendid and hot night,joy
772,i can never tell him how i feel and it really sucks because i think he gets really bothered by that,anger
773,ive also had a nosy on the website and seeing as its coming up to that time of year and im feeling strangely festive for once ive picked my top five products from the a href http www,joy
774,i suppose its only natural that id start to feel a little homesick for new england at this time of year,sadness
775,i really feel like we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut,joy
776,i cant help but think if id just shut up if id just not made a big deal of what was essentially two adults meeting at the same table for a hot beverage then perhaps i wouldnt have spent the bulk of the weekend feeling like a stupid shit,sadness
777,i have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week,sadness
778,im begging fate not to mess with the next cycle to let it look as pretty as this one so i can at least go in feeling reassured,joy
779,i input class size medium wp image height src http techfeel in wp content uploads google hindi input x,joy
780,ive got to learn to be mindful of how i feel all the time not just if im suspicious of a feeling,fear
781,i am feeling much more relaxed,joy
782,i feel it is acceptable to make requests using this name,joy
783,i have a feeling there are a lot of pissed off people in sea org in hollywood where scientology has become the monster that devoured wa wonderfully sleazy bohemian area,anger
784,i feel pained by this,sadness
785,i am reading about s sewing circles and i feel completely happy if you cant spit in the face of imperialism at least be a lesbian,joy
786,i am feeling pretty fearless,joy
787,i feel bouncy and twitchy all of a sudden,joy
788,i feel like it s more of a mellow restive dream maker,joy
789,i did not feel any passionate joy,joy
790,i have nostalgic feelings i have met wonderful people online and the online internet is for me like my second life,joy
791,i feel rejected for trying to find my path to a stronger relationship and bond with god,sadness
792,i dont know how to deal with this i feel like its becoming apart if who i am im afraid that im going to associate it with regular things so that i will never forget it,fear
793,i think it s to do with the fact that i know i don t have a lot of time to play catch up and also because my free time for the first time in what feels like forever is really my free time,joy
794,i feel extremely privileged to live in a country where a vote is legitimate and matters,joy
795,i feel a strange gratitude for the hated israeli occupation of sinai that lasted from to for actually recognizing the importance of sinais history,surprise
796,im much more peaceful and happy when the house is clean the food is good and my kids arent feeling needy,sadness
797,i felt that my birthday was my one day to feel special and i could do whatever i wanted,joy
798,i feel depressed again,sadness
799,i got up saturday morning feeling like crud but determined not to let it get the best of me,joy
800,i feel that he is so determined to steal private industries away from citizens of this nation that he has given no time to fighting the real enemies of theu,joy
801,i would say no not yet and i would feel superior and in fact self righteous even if i would not admit it back then because i remember looking at the point so i can see that the point did come up but i could did not face it to protect my ego,joy
802,i feel very tender for anyone who is upset by the bee movie sort of like how you feel about old aunts who dont realize how prickly their whiskers are getting slightly repulsed but very sad for their decline,love
803,i sat up to embrace them and realised that two hours spent shaking my thang in an eighties bar celebrating the fact i am one year closer to death had left my ageing body feeling punished and my normally pink feet blackened,sadness
804,i feel so humiliated by my own self,sadness
805,i feel it is a worthwhile item to me or within my company s mission,joy
806,i feel the earth move tribute to carole king karaoke mix details rel nofollow target blank see more details compare prices img src http www,sadness
807,im the only one with all the feelings and emotions and thats just pathetic of me to do so,sadness
808,i can t say for certain why but it actually makes me feel amused and you can be sure it s not just me because other people from our offices told me they have the same a href http news,joy
809,i feel defeated but its okay hahaha my mid term holiday was good,sadness
810,i decided to lay down in my bed but then i started to feel really violent like i wanted to punch and kick things except i didnt wnat to hurt anything,anger
811,i want to say i feel numb but if i was numb i wouldnt have this pain and i probably wouldnt be able to cry so much,sadness
812,i go again sometime in the future id probably just stick with the african tram which comes with entry fee maybe id spring for the asian tram and if i was feeling particularly brave i might even try the hot air balloon which i thought was reasonable priced at,joy
813,i always feel very shocked by that me threatening,surprise
814,i was supposed to be alright with not even feeling comfortable in my own home not being able to cook meals without a year old helping me ok with the mounting pile of water and utility bills,joy
815,i am not proud to be british i am not glad to be young and i most certainly do not feel blessed by opportunity,joy
816,whenever i put myself in others shoes and try to make the person happy,anger
817,i feel absolutely devastated that gaia is being pushed to her limit in spite of the great strides we seem to be making with all the media attention lately,sadness
818,i feel around someone the more idiotic i feel hence the unintelligible blabbering,sadness
819,i was feeling content and oh so happy with my life,joy
820,i found myself feeling a bit overwhelmed,surprise
821,i don t know how i feel i guess it s one of those moments where you want to feel like you re accepted even though whatever you did or did not get mattered to you the most,love
822,i wasn t sure what this gnawing feeling i was having but i was getting agitated sitting around doing nothing,anger
823,i dont remember how january was like last year thats why i need a real diary but this one is feeling bitter dark and boring,anger
824,i normally find intimidating but shes crazy about tiny little foreign food places and people like her so i feel less socially intimidated when im with her,fear
825,i feel quite researched and intelligent about my confidence in consuming meat,joy
826,i ate something wrong so i feel terrible all day,sadness
827,i feel like the place is even more messy,sadness
828,i feel unprotected even while travelling alone,fear
829,i believe feeling duality suffering soul growth tells of an ending or a decline or a change of direction often one associated with emotions and it offers one possible response to that decline or change moving on,sadness
830,i feel really uptight and unable to unwind,fear
831,im learning mandarin chinese now in preparation for a trip to tianjin this september and already only four lessons in i feel like i have a handle on the basics and im thrilled to have some insight into a language that had always been a total mystery to me,joy
832,i think and it feels a little weird,fear
833,i feel my truth is accepted and not judged because well,love
834,i feel like an indecisive idiot,fear
835,i just couldn t decide what to feel she didn t tell me and then she blamed me because i never told her it would be like that,sadness
836,i feel for vets the animals whose lives they save are always going to be hostile,anger
837,i still feel more than anything else humiliated whenever i think of everything that s happened,sadness
838,i feel like i finally want to write about one of my vain hobbies makeup,sadness
839,i regularly feel embarrassed about,sadness
840,i then realized that if i want to shoot weddings of clients who i connect with and feel comfortable with i must allow them to get to know me,joy
841,i checked the babys heartbeat and continued to feel him moving so besides feeling terrible i was at peace,sadness
842,i found myself giggling and clapping my hands more often than a five year old at the ice cream wagon and there was never a point where i didnt feel genuinely entertained,joy
843,i feel more virtuous just looking at the pictures in her books,joy
844,i guess it doesn t help that i got sick on black friday and was forced against my will to maintain my promise to stay in but being back in the city feels amazing,surprise
845,i did feel rather like a celebrity and widget stood and let herself be admired while she drank orange squash from my cup,joy
846,i really feel like having my own space anymore is a really vain idea,sadness
847,i can reasonably deduce that my grandfather did also love my mother but that doesn t negate the lifetime of damage that the feeling of being unloved and unwanted created in her,sadness
848,im saying this having not read the book the characters were hard to empathise for and a lot of the time i found myself not feeling distraught when something happened but rather uninterested and blank,fear
849,im spending less especially on stuff that wont last long not bringing tons of stuff into the house and i feel more positive about my holiday gift giving,joy
850,i feel embarrassed for not having lost weight again and im afraid that another week of disappointing news at the scale will cause people to give up on me and stop following the blog,sadness
851,i feel a little guilty that i am not doing the same and as i contemplate going back to get some money the prisoners begin to enter the room,sadness
852,i careened from feeling confident in my abilities as a writer to being equally sure that i will never ever write anything worth reading,joy
853,i feel very honoured to have been asked,joy
854,i feel pathetic that i can hardly go a whole day not talking to him,sadness
855,i have faith in supreme power and i accept everything and all incidence occuring in life sometimes like today it really makes me feel very very dull and i start crying,sadness
856,i want you to feel just as humiliated as you made me feel in school,sadness
857,i is desperate for kareena akshay kumar will play a double role in flash forward minissha says i still feel today amisha patel in a glamorous avtaar,joy
858,i feel like i just doomed myself,sadness
859,always when i am well succeded,joy
860,i felt so bad for the bad grade and feeling like having to hide it that i didnt know what to say except to declare in all my frustration that i hated school,sadness
861,i feel assaulted by this shit storm of confusion anger and hurt feelings that tsunami d us both away from each other,fear
862,i feel so fucking low,sadness
863,i feel betrayed and angry and sad at the same time dammit,anger
864,i feel reassured that the county government in my county takes the murder of an illegal immigrant in a back alley seriously enough to prosecute someone years later,joy
865,i don t know how i feel about my submissive learning how to use a firearm,sadness
866,i feel so drained at the end of a novel because i try my very hardest to get something from it that will change and impact my life,sadness
867,i was truly surprised and feel quite honored,joy
868,i hate feeling alone too,sadness
869,i feel like if people accepted that wed get along a lot better,love
870,i feel the creative juices beginning to flow again,joy
871,i feel suffocated and paranoid,fear
872,i would call success and i was feeling pretty depressed about the state of clothes,sadness
873,i feel soo lonely,sadness
874,i see on wednesday im feeling fantastic these days and i can tell im getting smaller and smaller,joy
875,i feel as though i am on another adventure and i am more curious about it than anything else,surprise
876,i also feel the sidebar is messy,sadness
877,i feel respected and secure where i can journey toward loving and be loved in return,joy
878,im feeling relieved yet painful but something inside me is creepily numb i feel like a ghost in the hallways the way i used to just dont tell me its only another time to succumb,joy
879,i feel more amazed and more thankful for having e in our lives,surprise
880,i must confess that im still feeling very uncertain about how god is going to work everything out,fear
881,i have this really bad feeling that cold is what i will be for a few months,anger
882,ive been feeling sort of depressed,sadness
883,i am just feeling as indecisive as ever i suppose,fear
884,i felt abandoned for what seemed like the millionth time in my life and i spent the last several days feeling sorry for myself when i should have been picking myself up in order to help my friends,sadness
885,i enjoy the day more when i feel cute,joy
886,i was bonded to that point in time and still feel fond of this memory,love
887,i will remember to come to you when i feel beaten and depressed because in faith only can we truly be healed,sadness
888,i sometimes feel is carried in my heart just by loving my child so fiercely,love
889,i feel she said quickly i am so glad,joy
890,i understand that they are reacting to what we re doing i think they re observing us closely and i become happier i can actual feel that they re supporting us,love
891,i imagined being in form fitting clothing that was beautiful looking in the mirror and feeling proud being lighter and more energetic,joy
892,i am starting to feel like maybe i do want a relationship im just to stubborn to admit it,anger
893,i did feel appreciative of the money that was coming in,joy
894,i feel are loyal especially after all ive experienced recently but i can trust him,love
895,i feel a pain in my own heart as every priestess in the temple drops as every single ven who is devoted to talia loses their devotions and takes a rank of injury equal to their devotion,love
896,i just feel so smug that we got the exploited and she gets bruno marzzz,joy
897,ive been soo excited for him to feel and it was amazing,joy
898,i feel kinda lousy about myself,sadness
899,i know he does the same thing for so many passersby i feel special truly welcome in his country,joy
900,i didnt start feeling the excitement until the movie was almost over and then it started coming in violent waves,anger
901,i feel so blessed to have friends i can come to,joy
902,i am feeling very strange but this is also present movement and i am trying this as one of way,fear
903,i feel like that s acceptable,joy
904,i feel like im boring sometimes im okay with that,sadness
905,i have felt the need to write out my sometimes anxious feelings impatient thoughts lists of things that still should could be done before this baby arrives,anger
906,i feel like life is so vain,sadness
907,i dropped off the script and left feeling dissatisfied with myself,anger
908,im starting to feel really pathetic giving the bulk of my enthusiasm these days to the kardashians us weekly and roseanne marathons and completely ignoring this blog,sadness
909,i feel love se inscrie intr un rafinament lejer romantic si extrem de feminin,love
910,i really wish i had more time to explore twitter as i feel like i lost a lot of time learning how to use the site,sadness
911,i love doing yoga i love learning about it i love what it has made me and when i think about sharing that with yoga students of my own i feel so hopeful and excited,joy
912,i went to training feeling very disheartened,sadness
913,i feel so glad doing this,joy
914,i do is priceless and i feel so honoured for every mum and dad who trusts me with their new arrival,joy
915,i felt really bad because claudia and i have always had an amazing time in la and i could feel that she was disappointed that this trip was not turning out to be as fun and amazing as it could have been,sadness
916,i remember feeling nervous,fear
917,i feel the need to pimp this since raini my beloved rocky casting director loves it so much,joy
918,i feel like my life has been taken over by a video game and im doomed to repeat the same set of circumstances over and over again until i collect all of the special powers knowledge and treasures to finally advance me to the next level,sadness
919,i feel like i m the one being punished,sadness
920,i kept feeling wonderful as i ran and couldnt believe it,joy
921,i feel less stress about doing pretty much any unpleasant obligation in life because i know that i will allow myself to mix it with things i enjoy running baking climbing coffee with girlfriends cuddling with my dog reading a book,sadness
922,i was lying in bed last night after a day of making experiments from the usual suspects fabric plastic and feeling agitated that my issues with proper presentation had not made any headway over the course of a mere six hours,anger
923,i am working right now guys and feel horny and so much passion,love
924,i feel like im being greedy asking for something so expensive,anger
925,i see him i feel friendly,joy
926,i couldn t tell if he was sick injured or just feeling generally awful but he climbed into the team car and abandoned the race right there with spectators snapping away on their phones,sadness
927,i forced myself to keep going back even though they made me feel consistently uncomfortable but after a while i just gave up as i saw no point,fear
928,i wonder if im vain because i love dressing up and attempting to be fashionable but then i realized that there is nothing wrong with dressing so that you feel pretty cute smart whatever,joy
929,i feel so special and when i want mashed potatoes pronto i get mashed potatoes pronto,joy
930,i cant remember exactly what made me stop using it but i have a feeling i got distracted by other hair products and just sort of forgot about this one,anger
931,i can feel some kind of acceptance in the song which is why i gave the photo a kind of ecstatic ascension to a higher level of conscience aesthetic like a rapture of sort,joy
932,i am or who i m with i always feel alone,sadness
933,i have a feeling hell be the kid up there shooting daggers out of his eyes annoyed that hes standing up there holding flowers,anger
934,i dont know if i feel thrilled at finally getting to go camping again with people i like and know first time where thats happened,joy
935,i feel and talk like a disadvantaged child and am waiting for half my face to come back to me,sadness
936,i can t help but feel really nostalgic of the disney levels,love
937,i feel is entirely more dangerous,anger
938,i remember feeling thrilled to use my nursing skills relieved that i could have a few days out of the house and i remember that at first it was hard but then it was no problem,joy
939,i found myself being amazed at how mid s f would feel a tad cool as if perhaps a sweatshirt wouldve been a good idea,joy
940,i feel like a may have mislead the very gracious readers of this blog,joy
941,i still feel confused and guilty about the whole thing,fear
942,i feel intimidated by the tasks you feel overwhelmed by huge and complicated tasks,fear
943,i was feeling emotional crying for no apparent reason but at the time it feels like the world is ending,sadness
944,i feel lonely and sad when i cannot talk to you during the day while i get a moment at my desk,sadness
945,i still sit back and feel amazed by the whole thing,surprise
946,i feel rejected and i cant find what ive left behind,sadness
947,i feel like i cant have dirty dishes piled up laundry strewn about or toys scattered everywhere,sadness
948,i feel more so lately than ever that life is so precious,joy
949,i feel completely burdened with my own intelligence,sadness
950,i cant think of any emotional state that is worse than feeling generally worthless and unlovable,sadness
951,i dont have any photos with me because i was too excited and happy about my prejudging which i did great btw at least i feel tt i did since i felt confident and didnt stutter in front the panel of judges we had and dearest bf was around after doors opened for the public,joy
952,im feeling jolly by a href http www,joy
953,i feel fake because i think if you really want to have a good conversation and make good contact you have to appear especially self confident and even risk talking to some people which are no good to talk to at all until you meet one person which you have a good connection to,sadness
954,i went around for the rest of the day feeling distressed that i changed my appearance based on someones comments how i made myself even by coincidence more appealing to him and that just felt wrong wrong wrong,fear
955,i really enjoy cabernet for how aggressive the flavors tend to be and while this isnt exactly a light wine it still has a general congenial feel to it that i find a very pleasant,joy
956,i woke up very early this morning feeling joyful,joy
957,i wonder how it feels to be loved by someone you love,love
958,i feel as if i havent blogged in ages are at least truly blogged i am doing an update cute little post today,joy
959,i feel cared for and accepted,love
960,i feel passionate about knitting and seeing really good films and the surprisingly awesome tv programs that are on now i cant believe i just wrote that,love
961,im feeling depressed again,sadness
962,i feel i feel drained i feel as if talking to others will finish all my strength,sadness
963,i am feeling ok lots of bruising to my arms where they decided to remove blood from me,joy
964,i just don t feel that the others are worthwhile,joy
965,im just feeling listless and bored or something,sadness
966,i have the joy of allowing kids to feel like the valued treasures that they are and to just have a blast being a kid alongside with them but can i just say its an incredibly humbling experience to have influence into a childs life and to know that what you do and say is being internalized,joy
967,i sometimes feel irritated at the thought of spending money on a few annuals to spruce up my doorstep,anger
968,i wish i could bottle her squeals of delight and take them out whenever im feeling grumpy,anger
969,i have been feeling overwhelmed with it all and needing to take time out,surprise
970,im feeling dangerous and ill just write and figure out where the hell itll take me,anger
971,i honestly thought impossible at this point i feel pretty,joy
972,i have found that some korean men are turning to foreign women because of the freedom they feel it can be easily accounted for that dating between koreans can be a casual thing but more often than not it tends to be a serious matter,joy
973,i think i was also having a pity party because i am feeling a bit frustrated with how little time i seem to have each day,anger
974,i forgive myself for accepting and allowing myself to have the feeling that i am going to get punished for doing something wrong,sadness
975,i feel like i m part of the problem when i call out missy jane s trusting an angel cover for not airbrushing out all the real skin on the cover model s,joy
976,i might feel offended at times from hearing statements where that i strongly disagree,anger
977,i can easily feel quite pressured by routines and i really noticed the difference while i was away,fear
978,i was feeling the need for some christmas crafting this week especially after seeing a couple of lovely quilty christmas projects at stitch group,love
979,i can cycle further than ever before and the feeling of finishing the manchester to blackpool miles then not being at all bothered at having to ride an extra mile to put,anger
980,im not sure how i feel more than anything im keen to see it as a test to see if im over him yet and ready to view him as a friend,joy
981,i also feel lethargic and again,sadness
982,im feeling somewhat nostalgic about the game just from the fact that its star wars,love
983,i don t feel like i should be punished to carry this burden even though i have been for four years now,sadness
984,i was feeling like i said humour gets me through im one of those people who even if i spoke about my issues no one would be too bothered or would care that thought was in my head and wasnt true that way of being like i dont want to burden you sort of thing,anger
985,i feel about this part of my life and how treasured my london flatmates are to me it was especially neat to point at something and say this is where,love
986,i feel all innocent now,joy
987,i feel hopeful with this new treatment to extend my life,joy
